policy_id,demand_pattern,C1,C2,C3,C4,C5,C6,C7,C8,C9,C10,C11,C12,C13,C14,cost
388.0,0.0,211.0,289.0,239.0,249.0,282.0,53.0,39.0,28.0,91.0,32.0,127.0,27.0,19.0,15.0,442.7874999999999
389.0,0.0,229.0,287.0,233.0,258.0,268.0,55.0,39.0,28.0,98.0,30.0,117.0,27.0,19.0,15.0,405.534
390.0,0.0,211.0,277.0,246.0,271.0,269.0,53.0,39.0,28.0,94.0,30.0,125.0,27.0,19.0,15.0,423.99650000000014
391.0,0.0,228.0,293.0,235.0,259.0,275.0,53.0,39.0,28.0,92.0,30.0,121.0,27.0,19.0,15.0,444.0919999999998
392.0,0.0,212.0,293.0,248.0,259.0,271.0,53.0,38.0,28.0,92.0,31.0,118.0,27.0,19.0,15.0,426.862
393.0,0.0,219.0,270.0,231.0,254.0,288.0,55.0,40.0,27.0,98.0,32.0,118.0,27.0,19.0,15.0,421.0930000000001
394.0,0.0,216.0,279.0,239.0,262.0,267.0,54.0,38.0,27.0,95.0,30.0,127.0,28.0,19.0,15.0,440.12700000000007
395.0,0.0,214.0,271.0,229.0,265.0,282.0,56.0,39.0,28.0,96.0,32.0,126.0,28.0,19.0,15.0,406.7214999999997
396.0,0.0,221.0,278.0,230.0,255.0,289.0,56.0,40.0,27.0,97.0,32.0,122.0,28.0,19.0,15.0,414.3915000000003
397.0,0.0,215.0,287.0,235.0,269.0,270.0,55.0,39.0,28.0,91.0,32.0,124.0,27.0,19.0,15.0,425.09450000000027
398.0,0.0,225.0,295.0,232.0,265.0,285.0,56.0,40.0,27.0,93.0,31.0,122.0,27.0,19.0,15.0,444.7835
399.0,0.0,210.0,270.0,242.0,269.0,291.0,54.0,40.0,28.0,95.0,31.0,126.0,28.0,19.0,15.0,419.68699999999984
400.0,0.0,210.0,290.0,239.0,262.0,273.0,54.0,39.0,28.0,92.0,32.0,117.0,27.0,19.0,15.0,411.9879999999999
401.0,0.0,220.0,292.0,230.0,253.0,278.0,55.0,38.0,28.0,97.0,32.0,126.0,28.0,19.0,15.0,429.87949999999984
402.0,0.0,230.0,276.0,236.0,264.0,280.0,57.0,39.0,27.0,98.0,30.0,126.0,27.0,19.0,15.0,448.9879999999997
403.0,0.0,223.0,281.0,245.0,254.0,280.0,57.0,38.0,27.0,94.0,31.0,123.0,27.0,19.0,15.0,417.4975000000002
404.0,0.0,221.0,284.0,245.0,260.0,274.0,54.0,38.0,27.0,95.0,32.0,122.0,27.0,19.0,15.0,440.38050000000027
405.0,0.0,229.0,286.0,230.0,267.0,278.0,57.0,40.0,27.0,90.0,30.0,119.0,28.0,19.0,15.0,424.88300000000004
406.0,0.0,210.0,282.0,247.0,249.0,274.0,55.0,40.0,28.0,98.0,30.0,119.0,28.0,19.0,15.0,427.0000000000003
407.0,0.0,212.0,273.0,236.0,250.0,289.0,55.0,39.0,27.0,94.0,32.0,119.0,27.0,19.0,15.0,438.91000000000014
408.0,0.0,214.0,296.0,248.0,253.0,268.0,54.0,40.0,27.0,94.0,31.0,127.0,27.0,19.0,15.0,428.4975000000002
409.0,0.0,215.0,280.0,229.0,266.0,267.0,56.0,38.0,27.0,98.0,32.0,125.0,27.0,19.0,15.0,416.9875000000001
410.0,0.0,217.0,287.0,229.0,266.0,281.0,57.0,39.0,28.0,94.0,31.0,121.0,28.0,19.0,15.0,433.62649999999985
411.0,0.0,222.0,277.0,230.0,249.0,288.0,53.0,40.0,28.0,92.0,30.0,125.0,28.0,19.0,15.0,437.13449999999995
412.0,0.0,224.0,295.0,244.0,269.0,273.0,54.0,39.0,28.0,92.0,32.0,121.0,27.0,19.0,15.0,436.0305000000001
413.0,0.0,211.0,271.0,233.0,261.0,281.0,53.0,39.0,27.0,96.0,32.0,119.0,28.0,19.0,15.0,434.5845
414.0,0.0,214.0,287.0,234.0,253.0,270.0,54.0,40.0,28.0,94.0,31.0,119.0,28.0,19.0,15.0,435.6469999999998
415.0,0.0,230.0,281.0,235.0,257.0,284.0,56.0,38.0,27.0,98.0,30.0,125.0,27.0,19.0,15.0,424.77049999999997
416.0,0.0,211.0,286.0,239.0,266.0,268.0,57.0,38.0,27.0,95.0,31.0,118.0,27.0,19.0,15.0,420.8465000000001
417.0,0.0,217.0,282.0,245.0,256.0,292.0,53.0,39.0,28.0,93.0,32.0,122.0,28.0,19.0,15.0,430.789
418.0,0.0,228.0,273.0,230.0,248.0,288.0,53.0,40.0,27.0,97.0,30.0,119.0,28.0,19.0,15.0,439.26449999999966
419.0,0.0,215.0,293.0,237.0,267.0,288.0,55.0,39.0,27.0,92.0,32.0,119.0,27.0,19.0,15.0,429.7335000000002
420.0,0.0,227.0,282.0,242.0,268.0,269.0,53.0,38.0,28.0,92.0,32.0,117.0,28.0,19.0,15.0,434.0719999999998
421.0,0.0,224.0,286.0,244.0,258.0,275.0,57.0,39.0,27.0,93.0,32.0,117.0,28.0,19.0,15.0,420.2844999999997
422.0,0.0,217.0,273.0,229.0,251.0,270.0,57.0,39.0,28.0,96.0,32.0,127.0,28.0,19.0,15.0,385.96299999999997
423.0,0.0,212.0,284.0,233.0,260.0,284.0,55.0,38.0,27.0,97.0,30.0,124.0,27.0,19.0,15.0,440.6454999999998
424.0,0.0,210.0,294.0,235.0,271.0,289.0,53.0,40.0,28.0,98.0,32.0,126.0,27.0,19.0,15.0,447.4009999999998
425.0,0.0,214.0,271.0,242.0,265.0,280.0,56.0,40.0,27.0,93.0,30.0,118.0,28.0,19.0,15.0,414.4365000000003
426.0,0.0,215.0,275.0,242.0,253.0,279.0,56.0,38.0,27.0,97.0,32.0,120.0,28.0,19.0,15.0,433.50649999999996
427.0,0.0,228.0,285.0,244.0,249.0,280.0,57.0,40.0,28.0,93.0,32.0,121.0,28.0,19.0,15.0,438.5465000000002
428.0,0.0,223.0,289.0,248.0,250.0,292.0,55.0,40.0,28.0,96.0,30.0,126.0,27.0,19.0,15.0,468.06049999999976
429.0,0.0,221.0,290.0,241.0,270.0,279.0,56.0,38.0,27.0,98.0,32.0,124.0,28.0,19.0,15.0,426.37500000000017
430.0,0.0,217.0,284.0,239.0,259.0,279.0,56.0,38.0,27.0,94.0,30.0,117.0,28.0,19.0,15.0,410.6069999999998
431.0,0.0,213.0,289.0,241.0,264.0,288.0,55.0,39.0,28.0,94.0,32.0,117.0,27.0,19.0,15.0,418.61950000000013
432.0,0.0,214.0,279.0,247.0,269.0,278.0,56.0,40.0,27.0,91.0,31.0,127.0,27.0,19.0,15.0,441.29650000000015
433.0,0.0,225.0,288.0,233.0,251.0,283.0,53.0,38.0,28.0,96.0,30.0,124.0,28.0,19.0,15.0,448.7584999999999
434.0,0.0,219.0,288.0,247.0,265.0,274.0,55.0,39.0,28.0,91.0,32.0,119.0,28.0,19.0,15.0,414.6859999999995
435.0,0.0,210.0,271.0,235.0,250.0,269.0,54.0,39.0,27.0,90.0,31.0,118.0,27.0,19.0,15.0,423.38250000000016
436.0,0.0,222.0,286.0,244.0,263.0,280.0,56.0,39.0,27.0,90.0,30.0,126.0,27.0,19.0,15.0,447.1110000000002
437.0,0.0,211.0,280.0,238.0,267.0,273.0,55.0,38.0,28.0,90.0,32.0,119.0,27.0,19.0,15.0,447.2610000000001
438.0,0.0,221.0,272.0,246.0,257.0,268.0,55.0,40.0,27.0,94.0,31.0,123.0,27.0,19.0,15.0,404.0950000000002
439.0,0.0,224.0,285.0,238.0,260.0,275.0,55.0,39.0,28.0,96.0,30.0,119.0,28.0,19.0,15.0,432.67850000000004
440.0,0.0,228.0,288.0,242.0,269.0,281.0,57.0,38.0,28.0,91.0,30.0,124.0,27.0,19.0,15.0,426.6085000000001
441.0,0.0,210.0,292.0,244.0,252.0,292.0,56.0,40.0,28.0,96.0,32.0,120.0,28.0,19.0,15.0,411.7004999999998
442.0,0.0,229.0,294.0,239.0,271.0,289.0,56.0,38.0,28.0,91.0,30.0,120.0,28.0,19.0,15.0,483.6889999999998
443.0,0.0,223.0,286.0,249.0,260.0,273.0,53.0,39.0,28.0,93.0,30.0,122.0,28.0,19.0,15.0,439.51899999999995
444.0,0.0,221.0,275.0,230.0,256.0,291.0,57.0,40.0,28.0,92.0,31.0,123.0,28.0,19.0,15.0,406.8185
445.0,0.0,229.0,291.0,245.0,265.0,271.0,54.0,38.0,27.0,92.0,30.0,124.0,28.0,19.0,15.0,421.17949999999973
446.0,0.0,222.0,295.0,247.0,268.0,289.0,55.0,40.0,28.0,93.0,32.0,126.0,27.0,19.0,15.0,443.84049999999974
447.0,0.0,217.0,272.0,249.0,251.0,274.0,53.0,39.0,27.0,95.0,30.0,126.0,28.0,19.0,15.0,437.7870000000003
448.0,0.0,227.0,287.0,236.0,261.0,292.0,54.0,38.0,28.0,91.0,30.0,122.0,28.0,19.0,15.0,431.936
449.0,0.0,219.0,278.0,239.0,260.0,290.0,54.0,39.0,27.0,94.0,32.0,125.0,27.0,19.0,15.0,435.6535000000003
450.0,0.0,223.0,272.0,229.0,269.0,284.0,54.0,40.0,28.0,93.0,31.0,123.0,28.0,19.0,15.0,415.5525
451.0,0.0,217.0,272.0,237.0,261.0,280.0,54.0,40.0,27.0,90.0,30.0,119.0,27.0,19.0,15.0,414.72649999999993
452.0,0.0,221.0,286.0,250.0,265.0,290.0,57.0,38.0,28.0,98.0,30.0,117.0,27.0,19.0,15.0,422.22000000000014
453.0,0.0,224.0,287.0,235.0,270.0,281.0,57.0,39.0,28.0,95.0,31.0,123.0,28.0,19.0,15.0,420.8900000000001
454.0,0.0,223.0,277.0,231.0,267.0,279.0,57.0,39.0,28.0,93.0,32.0,118.0,27.0,19.0,15.0,427.8459999999999
455.0,0.0,215.0,286.0,232.0,264.0,272.0,55.0,39.0,28.0,98.0,31.0,123.0,28.0,19.0,15.0,429.6245000000004
456.0,0.0,216.0,287.0,235.0,253.0,270.0,56.0,39.0,28.0,92.0,30.0,127.0,28.0,19.0,15.0,443.1530000000001
457.0,0.0,223.0,286.0,248.0,264.0,278.0,57.0,38.0,27.0,91.0,32.0,120.0,28.0,19.0,15.0,433.4775
458.0,0.0,221.0,284.0,239.0,254.0,287.0,57.0,39.0,27.0,96.0,32.0,119.0,27.0,19.0,15.0,415.9110000000004
459.0,0.0,210.0,272.0,246.0,261.0,272.0,53.0,39.0,27.0,95.0,31.0,121.0,27.0,19.0,15.0,442.4474999999999
460.0,0.0,225.0,281.0,240.0,250.0,289.0,55.0,38.0,27.0,98.0,31.0,122.0,27.0,19.0,15.0,422.8585000000001
461.0,0.0,221.0,275.0,250.0,271.0,273.0,57.0,38.0,28.0,90.0,30.0,126.0,27.0,19.0,15.0,445.30300000000005
462.0,0.0,230.0,289.0,244.0,268.0,283.0,53.0,39.0,28.0,96.0,30.0,124.0,28.0,19.0,15.0,439.30950000000007
463.0,0.0,220.0,283.0,236.0,257.0,269.0,53.0,38.0,27.0,92.0,30.0,121.0,27.0,19.0,15.0,456.2494999999999
464.0,0.0,216.0,293.0,234.0,254.0,276.0,53.0,40.0,27.0,91.0,30.0,124.0,28.0,19.0,15.0,450.1594999999998
465.0,0.0,221.0,278.0,248.0,266.0,270.0,54.0,40.0,27.0,94.0,32.0,123.0,28.0,19.0,15.0,451.267
466.0,0.0,227.0,274.0,234.0,269.0,274.0,57.0,39.0,28.0,98.0,31.0,123.0,27.0,19.0,15.0,416.31750000000017
467.0,0.0,223.0,285.0,241.0,261.0,287.0,56.0,38.0,27.0,95.0,32.0,122.0,27.0,19.0,15.0,419.1054999999999
468.0,0.0,229.0,281.0,244.0,263.0,291.0,55.0,40.0,27.0,94.0,31.0,123.0,28.0,19.0,15.0,458.36450000000025
469.0,0.0,224.0,278.0,250.0,256.0,289.0,54.0,39.0,27.0,92.0,30.0,126.0,27.0,19.0,15.0,458.3604999999997
470.0,0.0,227.0,279.0,237.0,251.0,282.0,53.0,38.0,27.0,92.0,30.0,124.0,27.0,19.0,15.0,456.56399999999985
471.0,0.0,220.0,294.0,247.0,266.0,281.0,57.0,38.0,27.0,90.0,30.0,123.0,27.0,19.0,15.0,438.94450000000006
472.0,0.0,216.0,286.0,232.0,259.0,285.0,56.0,39.0,27.0,96.0,30.0,126.0,28.0,19.0,15.0,444.0785000000002
473.0,0.0,227.0,277.0,237.0,260.0,278.0,53.0,39.0,27.0,91.0,32.0,120.0,27.0,19.0,15.0,423.0244999999999
474.0,0.0,212.0,270.0,237.0,265.0,292.0,55.0,39.0,27.0,94.0,30.0,123.0,27.0,19.0,15.0,432.3980000000003
475.0,0.0,210.0,285.0,231.0,261.0,277.0,53.0,40.0,27.0,95.0,30.0,122.0,28.0,19.0,15.0,445.18800000000005
476.0,0.0,226.0,289.0,247.0,265.0,281.0,57.0,38.0,27.0,98.0,30.0,117.0,27.0,19.0,15.0,421.5864999999998
477.0,0.0,230.0,282.0,246.0,270.0,269.0,56.0,40.0,27.0,98.0,30.0,120.0,27.0,19.0,15.0,411.02150000000006
478.0,0.0,228.0,274.0,244.0,270.0,288.0,54.0,40.0,27.0,92.0,30.0,127.0,28.0,19.0,15.0,446.827
479.0,0.0,229.0,288.0,242.0,250.0,275.0,55.0,39.0,28.0,95.0,31.0,124.0,28.0,19.0,15.0,426.01999999999987
480.0,0.0,216.0,295.0,229.0,248.0,284.0,55.0,40.0,27.0,97.0,30.0,123.0,28.0,19.0,15.0,413.5255
481.0,0.0,230.0,292.0,241.0,251.0,278.0,55.0,38.0,28.0,97.0,32.0,127.0,27.0,19.0,15.0,450.33100000000013
482.0,0.0,216.0,274.0,240.0,250.0,285.0,53.0,38.0,28.0,91.0,31.0,118.0,28.0,19.0,15.0,432.99499999999983
483.0,0.0,215.0,278.0,230.0,256.0,276.0,54.0,39.0,28.0,96.0,31.0,122.0,28.0,19.0,15.0,416.0289999999999
484.0,0.0,212.0,280.0,248.0,257.0,284.0,56.0,38.0,27.0,97.0,32.0,123.0,27.0,19.0,15.0,427.25350000000003
485.0,0.0,220.0,288.0,248.0,262.0,291.0,55.0,39.0,28.0,90.0,30.0,125.0,28.0,19.0,15.0,453.7519999999999
486.0,0.0,229.0,279.0,250.0,262.0,270.0,54.0,38.0,28.0,97.0,32.0,117.0,27.0,19.0,15.0,421.8015000000001
487.0,0.0,223.0,282.0,241.0,271.0,285.0,57.0,39.0,27.0,92.0,31.0,123.0,28.0,19.0,15.0,476.7199999999999
488.0,0.0,227.0,270.0,241.0,270.0,268.0,57.0,38.0,27.0,92.0,32.0,121.0,28.0,19.0,15.0,432.4814999999998
489.0,0.0,224.0,293.0,238.0,270.0,286.0,57.0,40.0,27.0,94.0,32.0,122.0,27.0,19.0,15.0,423.44350000000014
490.0,0.0,216.0,281.0,243.0,255.0,273.0,55.0,39.0,27.0,94.0,31.0,125.0,28.0,19.0,15.0,434.215
491.0,0.0,217.0,285.0,249.0,271.0,278.0,55.0,38.0,27.0,94.0,31.0,118.0,28.0,19.0,15.0,443.2305
492.0,0.0,215.0,285.0,230.0,248.0,280.0,53.0,40.0,27.0,90.0,30.0,117.0,27.0,19.0,15.0,433.3540000000001
493.0,0.0,222.0,286.0,247.0,263.0,291.0,55.0,39.0,28.0,90.0,32.0,121.0,28.0,19.0,15.0,437.0304999999998
494.0,0.0,230.0,292.0,238.0,251.0,280.0,57.0,40.0,27.0,94.0,32.0,120.0,27.0,19.0,15.0,406.14899999999994
495.0,0.0,222.0,273.0,243.0,249.0,267.0,54.0,38.0,28.0,94.0,30.0,125.0,27.0,19.0,15.0,450.7525
496.0,0.0,217.0,283.0,236.0,267.0,279.0,56.0,39.0,27.0,90.0,31.0,118.0,27.0,19.0,15.0,423.37650000000014
497.0,0.0,225.0,287.0,245.0,263.0,289.0,53.0,39.0,27.0,95.0,31.0,123.0,28.0,19.0,15.0,427.94649999999996
498.0,0.0,229.0,289.0,240.0,254.0,269.0,55.0,38.0,28.0,97.0,31.0,119.0,28.0,19.0,15.0,446.4864999999999
499.0,0.0,221.0,295.0,241.0,261.0,286.0,55.0,40.0,27.0,94.0,30.0,121.0,28.0,19.0,15.0,427.716
500.0,0.0,224.0,285.0,250.0,262.0,269.0,55.0,38.0,28.0,94.0,31.0,117.0,28.0,19.0,15.0,433.24850000000004
501.0,0.0,223.0,277.0,245.0,253.0,270.0,57.0,39.0,27.0,94.0,30.0,119.0,28.0,19.0,15.0,408.9934999999999
502.0,0.0,218.0,292.0,235.0,260.0,272.0,56.0,39.0,27.0,92.0,32.0,121.0,28.0,19.0,15.0,423.61299999999983
503.0,0.0,230.0,281.0,236.0,265.0,271.0,57.0,40.0,27.0,94.0,30.0,127.0,28.0,19.0,15.0,433.3745000000001
504.0,0.0,218.0,288.0,244.0,264.0,286.0,54.0,39.0,28.0,93.0,32.0,120.0,27.0,19.0,15.0,431.1390000000002
505.0,0.0,213.0,271.0,247.0,257.0,282.0,56.0,40.0,28.0,96.0,31.0,127.0,27.0,19.0,15.0,446.3249999999999
506.0,0.0,214.0,281.0,239.0,263.0,278.0,54.0,38.0,27.0,95.0,32.0,123.0,28.0,19.0,15.0,420.3654999999997
507.0,0.0,213.0,275.0,247.0,259.0,275.0,55.0,38.0,28.0,91.0,31.0,119.0,27.0,19.0,15.0,422.9390000000001
508.0,0.0,215.0,289.0,239.0,254.0,285.0,54.0,40.0,27.0,95.0,32.0,124.0,27.0,19.0,15.0,420.7435
509.0,0.0,218.0,281.0,239.0,256.0,273.0,56.0,40.0,27.0,98.0,31.0,117.0,28.0,19.0,15.0,413.83
510.0,0.0,221.0,279.0,237.0,253.0,275.0,53.0,38.0,28.0,92.0,31.0,123.0,28.0,19.0,15.0,439.47200000000004
511.0,0.0,218.0,289.0,233.0,251.0,274.0,53.0,38.0,27.0,94.0,32.0,126.0,28.0,19.0,15.0,440.24199999999985
512.0,0.0,218.0,287.0,246.0,256.0,273.0,56.0,40.0,28.0,91.0,30.0,122.0,28.0,19.0,15.0,443.09299999999973
513.0,0.0,220.0,273.0,249.0,263.0,267.0,56.0,38.0,28.0,94.0,32.0,123.0,28.0,19.0,15.0,449.3055000000001
514.0,0.0,216.0,280.0,236.0,253.0,288.0,54.0,40.0,28.0,96.0,30.0,127.0,27.0,19.0,15.0,459.75550000000015
515.0,0.0,224.0,274.0,237.0,254.0,285.0,57.0,38.0,27.0,91.0,31.0,117.0,27.0,19.0,15.0,446.0084999999997
516.0,0.0,220.0,285.0,240.0,263.0,279.0,53.0,39.0,27.0,96.0,31.0,127.0,27.0,19.0,15.0,491.2339999999997
517.0,0.0,216.0,293.0,232.0,269.0,284.0,53.0,38.0,27.0,92.0,31.0,121.0,27.0,19.0,15.0,430.4999999999998
518.0,0.0,213.0,283.0,245.0,269.0,272.0,54.0,38.0,28.0,96.0,30.0,125.0,27.0,19.0,15.0,444.6759999999997
519.0,0.0,216.0,278.0,246.0,269.0,274.0,57.0,40.0,27.0,98.0,31.0,119.0,28.0,19.0,15.0,463.2904999999999
520.0,0.0,220.0,289.0,242.0,266.0,270.0,57.0,39.0,27.0,90.0,32.0,127.0,27.0,19.0,15.0,421.01200000000006
521.0,0.0,218.0,289.0,234.0,267.0,274.0,57.0,39.0,28.0,95.0,30.0,124.0,27.0,19.0,15.0,423.1285
522.0,0.0,225.0,279.0,235.0,271.0,289.0,54.0,39.0,27.0,90.0,30.0,119.0,27.0,19.0,15.0,438.26900000000046
523.0,0.0,211.0,290.0,248.0,271.0,282.0,53.0,39.0,28.0,94.0,31.0,124.0,27.0,19.0,15.0,438.9459999999999
524.0,0.0,216.0,288.0,248.0,252.0,283.0,53.0,40.0,27.0,95.0,31.0,117.0,27.0,19.0,15.0,439.1109999999998
525.0,0.0,210.0,285.0,231.0,265.0,280.0,56.0,38.0,28.0,91.0,31.0,118.0,27.0,19.0,15.0,425.323
526.0,0.0,229.0,270.0,241.0,271.0,268.0,57.0,38.0,28.0,94.0,30.0,120.0,28.0,19.0,15.0,397.33549999999997
527.0,0.0,224.0,294.0,249.0,253.0,274.0,54.0,38.0,28.0,95.0,32.0,119.0,28.0,19.0,15.0,435.8420000000002
528.0,0.0,218.0,284.0,250.0,256.0,268.0,57.0,38.0,27.0,96.0,30.0,124.0,28.0,19.0,15.0,420.07300000000004
529.0,0.0,216.0,281.0,247.0,254.0,268.0,56.0,38.0,27.0,90.0,32.0,121.0,27.0,19.0,15.0,426.98850000000016
530.0,0.0,225.0,274.0,237.0,249.0,279.0,54.0,40.0,27.0,95.0,31.0,118.0,28.0,19.0,15.0,398.0870000000001
531.0,0.0,212.0,274.0,244.0,258.0,275.0,54.0,38.0,28.0,92.0,32.0,122.0,27.0,19.0,15.0,442.129
532.0,0.0,227.0,277.0,247.0,269.0,284.0,55.0,40.0,27.0,97.0,32.0,118.0,28.0,19.0,15.0,426.7785
533.0,0.0,227.0,289.0,234.0,259.0,267.0,55.0,38.0,27.0,97.0,32.0,126.0,28.0,19.0,15.0,475.48549999999966
534.0,0.0,222.0,288.0,239.0,253.0,267.0,56.0,39.0,27.0,98.0,31.0,125.0,28.0,19.0,15.0,419.2245000000001
535.0,0.0,230.0,280.0,230.0,257.0,289.0,55.0,40.0,27.0,91.0,30.0,127.0,28.0,19.0,15.0,430.7119999999999
536.0,0.0,216.0,295.0,234.0,257.0,274.0,56.0,39.0,28.0,98.0,31.0,117.0,27.0,19.0,15.0,413.6534999999999
537.0,0.0,210.0,286.0,233.0,265.0,279.0,57.0,40.0,28.0,96.0,30.0,118.0,28.0,19.0,15.0,460.2880000000002
538.0,0.0,230.0,272.0,248.0,260.0,289.0,55.0,40.0,27.0,96.0,30.0,120.0,27.0,19.0,15.0,437.523
539.0,0.0,217.0,271.0,238.0,258.0,285.0,57.0,38.0,27.0,90.0,31.0,123.0,28.0,19.0,15.0,418.9885000000003
540.0,0.0,217.0,289.0,230.0,268.0,288.0,57.0,38.0,27.0,90.0,30.0,125.0,28.0,19.0,15.0,443.1705
541.0,0.0,228.0,290.0,233.0,256.0,282.0,55.0,39.0,28.0,90.0,31.0,123.0,27.0,19.0,15.0,477.97650000000016
542.0,0.0,222.0,287.0,233.0,261.0,276.0,55.0,38.0,27.0,97.0,31.0,124.0,28.0,19.0,15.0,425.5685000000002
543.0,0.0,230.0,278.0,241.0,262.0,292.0,54.0,39.0,28.0,91.0,32.0,124.0,28.0,19.0,15.0,471.06000000000023
544.0,0.0,210.0,285.0,231.0,253.0,289.0,53.0,40.0,27.0,96.0,32.0,127.0,27.0,19.0,15.0,472.0195
545.0,0.0,222.0,278.0,248.0,257.0,269.0,55.0,39.0,27.0,91.0,31.0,117.0,28.0,19.0,15.0,432.8415000000001
546.0,0.0,221.0,291.0,233.0,269.0,276.0,57.0,39.0,27.0,95.0,31.0,122.0,27.0,19.0,15.0,409.68650000000014
547.0,0.0,210.0,291.0,232.0,261.0,284.0,55.0,40.0,27.0,98.0,32.0,121.0,27.0,19.0,15.0,421.8350000000001
548.0,0.0,217.0,292.0,240.0,268.0,269.0,55.0,38.0,27.0,92.0,32.0,121.0,28.0,19.0,15.0,416.95199999999977
549.0,0.0,215.0,285.0,231.0,254.0,292.0,54.0,38.0,28.0,97.0,31.0,127.0,27.0,19.0,15.0,449.2715
550.0,0.0,215.0,275.0,233.0,264.0,267.0,55.0,39.0,27.0,92.0,32.0,126.0,27.0,19.0,15.0,441.18150000000014
551.0,0.0,222.0,295.0,250.0,266.0,287.0,56.0,39.0,28.0,95.0,30.0,121.0,27.0,19.0,15.0,443.9780000000003
552.0,0.0,219.0,282.0,232.0,251.0,269.0,56.0,40.0,28.0,98.0,30.0,126.0,27.0,19.0,15.0,422.2759999999998
553.0,0.0,224.0,288.0,234.0,251.0,275.0,54.0,40.0,27.0,90.0,32.0,121.0,28.0,19.0,15.0,480.75399999999985
554.0,0.0,224.0,293.0,239.0,264.0,268.0,54.0,38.0,27.0,96.0,32.0,119.0,27.0,19.0,15.0,421.51450000000006
555.0,0.0,213.0,294.0,241.0,261.0,289.0,55.0,38.0,28.0,91.0,32.0,126.0,27.0,19.0,15.0,425.06899999999985
556.0,0.0,216.0,277.0,237.0,270.0,291.0,55.0,39.0,27.0,94.0,31.0,127.0,28.0,19.0,15.0,435.92249999999984
557.0,0.0,229.0,274.0,247.0,271.0,269.0,53.0,40.0,28.0,90.0,32.0,127.0,27.0,19.0,15.0,446.56599999999975
558.0,0.0,210.0,283.0,232.0,251.0,277.0,56.0,39.0,27.0,94.0,31.0,122.0,27.0,19.0,15.0,410.8915
559.0,0.0,223.0,276.0,229.0,264.0,289.0,56.0,40.0,27.0,96.0,32.0,119.0,28.0,19.0,15.0,437.9904999999997
560.0,0.0,220.0,296.0,230.0,259.0,281.0,56.0,40.0,28.0,95.0,32.0,127.0,28.0,19.0,15.0,413.6685000000003
561.0,0.0,226.0,282.0,234.0,263.0,273.0,53.0,39.0,28.0,91.0,30.0,124.0,27.0,19.0,15.0,429.7195
562.0,0.0,230.0,281.0,249.0,253.0,280.0,57.0,40.0,27.0,97.0,31.0,123.0,28.0,19.0,15.0,407.3905000000001
563.0,0.0,221.0,284.0,230.0,257.0,288.0,56.0,38.0,28.0,90.0,32.0,127.0,27.0,19.0,15.0,429.8389999999999
564.0,0.0,219.0,281.0,239.0,270.0,281.0,57.0,38.0,27.0,97.0,32.0,117.0,28.0,19.0,15.0,408.98799999999994
565.0,0.0,219.0,273.0,247.0,261.0,271.0,54.0,40.0,28.0,97.0,32.0,125.0,27.0,19.0,15.0,454.93499999999983
566.0,0.0,230.0,286.0,230.0,259.0,285.0,57.0,39.0,28.0,96.0,30.0,123.0,28.0,19.0,15.0,419.68300000000016
567.0,0.0,223.0,279.0,229.0,267.0,288.0,54.0,39.0,27.0,98.0,31.0,119.0,28.0,19.0,15.0,425.535
568.0,0.0,228.0,296.0,237.0,253.0,278.0,56.0,38.0,27.0,93.0,30.0,123.0,28.0,19.0,15.0,442.8875000000002
569.0,0.0,215.0,292.0,250.0,255.0,283.0,53.0,38.0,27.0,90.0,30.0,123.0,28.0,19.0,15.0,464.6355000000001
570.0,0.0,214.0,281.0,239.0,270.0,288.0,53.0,38.0,28.0,91.0,30.0,119.0,27.0,19.0,15.0,468.36000000000035
571.0,0.0,211.0,290.0,245.0,251.0,277.0,57.0,39.0,27.0,90.0,31.0,120.0,27.0,19.0,15.0,438.5700000000002
572.0,0.0,230.0,279.0,250.0,248.0,286.0,56.0,39.0,27.0,91.0,31.0,123.0,27.0,19.0,15.0,440.6654999999997
573.0,0.0,215.0,272.0,230.0,248.0,285.0,54.0,40.0,27.0,91.0,31.0,121.0,28.0,19.0,15.0,415.4575
574.0,0.0,220.0,278.0,250.0,251.0,286.0,57.0,40.0,28.0,90.0,31.0,123.0,27.0,19.0,15.0,435.59199999999976
575.0,0.0,216.0,279.0,250.0,258.0,289.0,56.0,38.0,27.0,96.0,32.0,119.0,28.0,19.0,15.0,437.1249999999993
576.0,0.0,230.0,294.0,247.0,265.0,268.0,54.0,40.0,27.0,91.0,31.0,125.0,28.0,19.0,15.0,445.3249999999997
577.0,0.0,211.0,292.0,243.0,269.0,275.0,56.0,39.0,27.0,93.0,30.0,126.0,27.0,19.0,15.0,447.25400000000013
578.0,0.0,212.0,271.0,249.0,263.0,289.0,54.0,40.0,28.0,97.0,31.0,124.0,27.0,19.0,15.0,442.0425000000001
579.0,0.0,216.0,278.0,241.0,261.0,285.0,56.0,40.0,28.0,93.0,31.0,120.0,28.0,19.0,15.0,425.2369999999999
580.0,0.0,230.0,292.0,243.0,268.0,282.0,53.0,39.0,27.0,92.0,30.0,122.0,27.0,19.0,15.0,435.9814999999997
581.0,0.0,219.0,295.0,244.0,262.0,287.0,55.0,38.0,27.0,92.0,31.0,124.0,27.0,19.0,15.0,452.37199999999996
582.0,0.0,222.0,274.0,244.0,255.0,281.0,57.0,38.0,27.0,95.0,31.0,121.0,27.0,19.0,15.0,437.00750000000016
